year,tree_id,species,bb_doy,fbb_doy,fbb_minus_bb
1996,QUAL-02,QUAL,144,NA,NA
1997,QUAL-02,QUAL,146,NA,NA
1998,QUAL-02,QUAL,128,NA,NA
1999,QUAL-02,QUAL,136,NA,NA
2000,QUAL-02,QUAL,133,NA,NA
2001,QUAL-02,QUAL,124,NA,NA
2002,QUAL-02,QUAL,137,NA,NA
2003,QUAL-02,QUAL,140,NA,NA
2004,QUAL-02,QUAL,131,NA,NA
2005,QUAL-02,QUAL,152,NA,NA
2006,QUAL-02,QUAL,140,NA,NA
2007,QUAL-02,QUAL,132,NA,NA
2008,QUAL-02,QUAL,134,NA,NA
2009,QUAL-02,QUAL,127,NA,NA
2010,QUAL-02,QUAL,122,NA,NA
2011,QUAL-02,QUAL,132,NA,NA
2012,QUAL-02,QUAL,135,NA,NA
2013,QUAL-02,QUAL,129,NA,NA
2014,QUAL-02,QUAL,138,NA,NA
2015,QUAL-02,QUAL,129,NA,NA
2016,QUAL-02,QUAL,140,NA,NA
2017,QUAL-02,QUAL,135,NA,NA
2018,QUAL-02,QUAL,131,NA,NA
2019,QUAL-02,QUAL,139,NA,NA
2020,QUAL-02,QUAL,145,NA,NA
2021,QUAL-02,QUAL,137,NA,NA
2022,QUAL-02,QUAL,135,NA,NA
2023,QUAL-02,QUAL,131,NA,NA
1990,QUAL-03,QUAL,138,NA,NA
1991,QUAL-03,QUAL,130,NA,NA
1992,QUAL-03,QUAL,141,NA,NA
1993,QUAL-03,QUAL,128,NA,NA
1994,QUAL-03,QUAL,141,NA,NA
1995,QUAL-03,QUAL,132,NA,NA
1996,QUAL-03,QUAL,141,NA,NA
1997,QUAL-03,QUAL,144,NA,NA
1998,QUAL-03,QUAL,127,NA,NA
1999,QUAL-03,QUAL,132,NA,NA
2000,QUAL-03,QUAL,131,NA,NA
2001,QUAL-03,QUAL,124,NA,NA
2002,QUAL-03,QUAL,132,NA,NA
2003,QUAL-03,QUAL,144,NA,NA
2004,QUAL-03,QUAL,133,NA,NA
2005,QUAL-03,QUAL,137,NA,NA
2006,QUAL-03,QUAL,139,NA,NA
2007,QUAL-03,QUAL,132,NA,NA
2008,QUAL-03,QUAL,132,NA,NA
2009,QUAL-03,QUAL,127,NA,NA
2010,QUAL-03,QUAL,122,NA,NA
2011,QUAL-03,QUAL,133,NA,NA
2012,QUAL-03,QUAL,130,NA,NA
2013,QUAL-03,QUAL,128,NA,NA
2014,QUAL-03,QUAL,138,NA,NA
2015,QUAL-03,QUAL,129,NA,NA
2016,QUAL-03,QUAL,139,NA,NA
2017,QUAL-03,QUAL,136,NA,NA
2018,QUAL-03,QUAL,132,NA,NA
2019,QUAL-03,QUAL,138,NA,NA
2020,QUAL-03,QUAL,143,NA,NA
2021,QUAL-03,QUAL,136,NA,NA
2022,QUAL-03,QUAL,135,NA,NA
2023,QUAL-03,QUAL,128,NA,NA
1998,QUAL-04,QUAL,124,NA,NA
1999,QUAL-04,QUAL,131,NA,NA
2000,QUAL-04,QUAL,132,NA,NA
2001,QUAL-04,QUAL,125,NA,NA
2002,QUAL-04,QUAL,126,NA,NA
2003,QUAL-04,QUAL,142,NA,NA
2004,QUAL-04,QUAL,136,NA,NA
2005,QUAL-04,QUAL,NA,NA,NA
2005,QUAL-05,QUAL,136,NA,NA
2006,QUAL-05,QUAL,130,NA,NA
2007,QUAL-05,QUAL,132,NA,NA
2008,QUAL-05,QUAL,134,NA,NA
2009,QUAL-05,QUAL,123,NA,NA
2010,QUAL-05,QUAL,122,NA,NA
2011,QUAL-05,QUAL,137,NA,NA
2012,QUAL-05,QUAL,124,NA,NA
2013,QUAL-05,QUAL,128,NA,NA
2014,QUAL-05,QUAL,137,NA,NA
2015,QUAL-05,QUAL,133,NA,NA
2016,QUAL-05,QUAL,137,NA,NA
2017,QUAL-05,QUAL,133,NA,NA
2018,QUAL-05,QUAL,130,NA,NA
2019,QUAL-05,QUAL,137,NA,NA
2020,QUAL-05,QUAL,143,NA,NA
2021,QUAL-05,QUAL,136,NA,NA
2022,QUAL-05,QUAL,135,NA,NA
2023,QUAL-05,QUAL,128,NA,NA
1990,QURU-01,QURU,127,129,2
1991,QURU-01,QURU,125,128,3
1992,QURU-01,QURU,138,144,6
1993,QURU-01,QURU,123,142,19
1994,QURU-01,QURU,135,141,6
1995,QURU-01,QURU,134,149,15
1996,QURU-01,QURU,131,136,5
1997,QURU-01,QURU,135,138,3
1998,QURU-01,QURU,122,122,0
1999,QURU-01,QURU,126,125,-1
2000,QURU-01,QURU,128,130,2
2001,QURU-01,QURU,122,124,2
2002,QURU-01,QURU,117,128,11
2003,QURU-01,QURU,135,132,-3
2004,QURU-01,QURU,124,128,4
2005,QURU-01,QURU,124,128,4
2006,QURU-01,QURU,127,130,3
2007,QURU-01,QURU,130,130,0
2008,QURU-01,QURU,120,120,0
2009,QURU-01,QURU,120,119,-1
2010,QURU-01,QURU,113,106,-7
2011,QURU-01,QURU,128,124,-4
2012,QURU-01,QURU,118,118,0
2013,QURU-01,QURU,125,124,-1
2014,QURU-01,QURU,133,130,-3
2015,QURU-01,QURU,129,129,0
2016,QURU-01,QURU,133,128,-5
2017,QURU-01,QURU,123,122,-1
2018,QURU-01,QURU,127,126,-1
2019,QURU-01,QURU,128,128,0
2020,QURU-01,QURU,137,137,0
2021,QURU-01,QURU,132,NA,NA
2022,QURU-01,QURU,133,NA,NA
2023,QURU-01,QURU,123,118,-5
1990,QURU-02,QURU,133,NA,NA
1991,QURU-02,QURU,130,NA,NA
1992,QURU-02,QURU,138,NA,NA
1993,QURU-02,QURU,128,NA,NA
1994,QURU-02,QURU,136,145,9
1995,QURU-02,QURU,135,NA,NA
1996,QURU-02,QURU,141,NA,NA
1997,QURU-02,QURU,139,NA,NA
1998,QURU-02,QURU,126,NA,NA
1999,QURU-02,QURU,129,NA,NA
2000,QURU-02,QURU,130,NA,NA
2001,QURU-02,QURU,124,NA,NA
2002,QURU-02,QURU,128,NA,NA
2003,QURU-02,QURU,140,138,-2
2004,QURU-02,QURU,129,NA,NA
2005,QURU-02,QURU,133,NA,NA
2006,QURU-02,QURU,133,NA,NA
2007,QURU-02,QURU,130,NA,NA
2008,QURU-02,QURU,130,NA,NA
2009,QURU-02,QURU,122,NA,NA
2010,QURU-02,QURU,120,NA,NA
2011,QURU-02,QURU,130,132,2
2012,QURU-02,QURU,130,135,5
2013,QURU-02,QURU,128,128,0
2014,QURU-02,QURU,135,NA,NA
2015,QURU-02,QURU,129,NA,NA
2016,QURU-02,QURU,137,NA,NA
2017,QURU-02,QURU,134,NA,NA
2018,QURU-02,QURU,130,NA,NA
2019,QURU-02,QURU,134,NA,NA
2020,QURU-02,QURU,143,NA,NA
2021,QURU-02,QURU,136,NA,NA
2022,QURU-02,QURU,134,NA,NA
1990,QURU-03,QURU,129,NA,NA
1991,QURU-03,QURU,127,NA,NA
1992,QURU-03,QURU,134,NA,NA
1993,QURU-03,QURU,123,NA,NA
1994,QURU-03,QURU,128,145,17
1995,QURU-03,QURU,132,144,12
1996,QURU-03,QURU,132,136,4
1997,QURU-03,QURU,135,NA,NA
1998,QURU-03,QURU,121,NA,NA
1999,QURU-03,QURU,125,129,4
2000,QURU-03,QURU,128,128,0
2001,QURU-03,QURU,120,124,4
2002,QURU-03,QURU,111,117,6
2003,QURU-03,QURU,134,132,-2
2004,QURU-03,QURU,124,128,4
2005,QURU-03,QURU,122,132,10
2006,QURU-03,QURU,126,126,0
2007,QURU-03,QURU,129,130,1
2008,QURU-03,QURU,118,120,2
2009,QURU-03,QURU,120,119,-1
2010,QURU-03,QURU,111,106,-5
2011,QURU-03,QURU,127,124,-3
2012,QURU-03,QURU,113,112,-1
2013,QURU-03,QURU,124,120,-4
2014,QURU-03,QURU,130,130,0
2015,QURU-03,QURU,127,129,2
2016,QURU-03,QURU,133,128,-5
2017,QURU-03,QURU,123,118,-5
2018,QURU-03,QURU,126,126,0
2019,QURU-03,QURU,129,122,-7
2020,QURU-03,QURU,137,130,-7
2021,QURU-03,QURU,126,130,4
2022,QURU-03,QURU,133,NA,NA
2023,QURU-03,QURU,121,112,-9
1990,QURU-04,QURU,129,129,0
1991,QURU-04,QURU,124,132,8
1992,QURU-04,QURU,134,NA,NA
1993,QURU-04,QURU,123,130,7
1994,QURU-04,QURU,125,141,16
1995,QURU-04,QURU,130,139,9
1996,QURU-04,QURU,132,132,0
1997,QURU-04,QURU,136,138,2
1998,QURU-04,QURU,122,122,0
1999,QURU-04,QURU,125,125,0
2000,QURU-04,QURU,128,128,0
2001,QURU-04,QURU,121,124,3
2002,QURU-04,QURU,116,117,1
2003,QURU-04,QURU,134,127,-7
2004,QURU-04,QURU,123,123,0
2005,QURU-04,QURU,124,114,-10
2006,QURU-04,QURU,126,126,0
2007,QURU-04,QURU,128,126,-2
2008,QURU-04,QURU,117,116,-1
2009,QURU-04,QURU,121,119,-2
2010,QURU-04,QURU,111,112,1
2011,QURU-04,QURU,125,120,-5
2012,QURU-04,QURU,113,112,-1
2013,QURU-04,QURU,122,120,-2
2014,QURU-04,QURU,130,130,0
2015,QURU-04,QURU,126,126,0
2016,QURU-04,QURU,131,128,-3
2017,QURU-04,QURU,123,118,-5
2018,QURU-04,QURU,126,126,0
2019,QURU-04,QURU,125,122,-3
2020,QURU-04,QURU,137,130,-7
2021,QURU-04,QURU,124,120,-4
2022,QURU-04,QURU,130,134,4
2023,QURU-04,QURU,118,112,-6
2022,QURU-05,QURU,151,NA,NA
2023,QURU-05,QURU,126,125,-1
1990,QUVE-01,QUVE,135,NA,NA
1991,QUVE-01,QUVE,121,119,-2
1992,QUVE-01,QUVE,138,148,10
1993,QUVE-01,QUVE,128,NA,NA
1994,QUVE-01,QUVE,136,145,9
1995,QUVE-01,QUVE,139,149,10
1996,QUVE-01,QUVE,138,136,-2
1997,QUVE-01,QUVE,143,138,-5
1998,QUVE-01,QUVE,122,122,0
1999,QUVE-01,QUVE,129,125,-4
2000,QUVE-01,QUVE,130,130,0
2001,QUVE-01,QUVE,124,124,0
2002,QUVE-01,QUVE,126,117,-9
2003,QUVE-01,QUVE,137,127,-10
2004,QUVE-01,QUVE,131,NA,NA
2005,QUVE-01,QUVE,132,NA,NA
2006,QUVE-01,QUVE,129,NA,NA
2007,QUVE-01,QUVE,131,NA,NA
2008,QUVE-01,QUVE,129,NA,NA
2009,QUVE-01,QUVE,126,NA,NA
2010,QUVE-01,QUVE,118,NA,NA
2011,QUVE-01,QUVE,132,NA,NA
2012,QUVE-01,QUVE,120,NA,NA
2013,QUVE-01,QUVE,127,NA,NA
2014,QUVE-01,QUVE,137,NA,NA
2015,QUVE-01,QUVE,129,NA,NA
2016,QUVE-01,QUVE,133,NA,NA
2017,QUVE-01,QUVE,124,NA,NA
2018,QUVE-01,QUVE,131,NA,NA
2019,QUVE-01,QUVE,136,NA,NA
2020,QUVE-01,QUVE,138,NA,NA
2021,QUVE-01,QUVE,129,NA,NA
2022,QUVE-01,QUVE,135,NA,NA
2023,QUVE-01,QUVE,125,NA,NA
1990,QUVE-02,QUVE,134,NA,NA
1991,QUVE-02,QUVE,139,NA,NA
1992,QUVE-02,QUVE,145,NA,NA
1993,QUVE-02,QUVE,128,NA,NA
1994,QUVE-02,QUVE,136,NA,NA
1995,QUVE-02,QUVE,132,NA,NA
1996,QUVE-02,QUVE,138,NA,NA
1997,QUVE-02,QUVE,138,NA,NA
1998,QUVE-02,QUVE,122,NA,NA
1999,QUVE-02,QUVE,130,NA,NA
2000,QUVE-02,QUVE,130,NA,NA
2001,QUVE-02,QUVE,125,NA,NA
2002,QUVE-02,QUVE,128,NA,NA
2003,QUVE-02,QUVE,138,NA,NA
2004,QUVE-02,QUVE,130,NA,NA
2005,QUVE-02,QUVE,152,NA,NA
2006,QUVE-02,QUVE,131,NA,NA
2007,QUVE-02,QUVE,130,NA,NA
2008,QUVE-02,QUVE,130,NA,NA
2009,QUVE-02,QUVE,124,NA,NA
2010,QUVE-02,QUVE,122,NA,NA
2011,QUVE-02,QUVE,132,NA,NA
2012,QUVE-02,QUVE,126,NA,NA
2013,QUVE-02,QUVE,128,NA,NA
2014,QUVE-02,QUVE,134,NA,NA
2015,QUVE-02,QUVE,131,NA,NA
2016,QUVE-02,QUVE,142,NA,NA
2017,QUVE-02,QUVE,136,NA,NA
1990,QUVE-03,QUVE,134,NA,NA
1991,QUVE-03,QUVE,126,132,6
1992,QUVE-03,QUVE,140,NA,NA
1993,QUVE-03,QUVE,128,NA,NA
1994,QUVE-03,QUVE,135,156,21
1995,QUVE-03,QUVE,136,149,13
1996,QUVE-03,QUVE,141,NA,NA
1997,QUVE-03,QUVE,143,150,7
1998,QUVE-03,QUVE,124,126,2
1999,QUVE-03,QUVE,132,132,0
2000,QUVE-03,QUVE,131,130,-1
2001,QUVE-03,QUVE,124,NA,NA
2002,QUVE-03,QUVE,129,NA,NA
2003,QUVE-03,QUVE,142,138,-4
2004,QUVE-03,QUVE,132,NA,NA
2005,QUVE-03,QUVE,132,NA,NA
2006,QUVE-03,QUVE,130,NA,NA
2007,QUVE-03,QUVE,130,NA,NA
2008,QUVE-03,QUVE,130,NA,NA
2009,QUVE-03,QUVE,125,NA,NA
2010,QUVE-03,QUVE,116,NA,NA
2011,QUVE-03,QUVE,131,NA,NA
2012,QUVE-03,QUVE,122,NA,NA
2013,QUVE-03,QUVE,127,NA,NA
2014,QUVE-03,QUVE,136,NA,NA
2015,QUVE-03,QUVE,129,NA,NA
2016,QUVE-03,QUVE,134,NA,NA
2017,QUVE-03,QUVE,125,NA,NA
2018,QUVE-03,QUVE,130,NA,NA
2019,QUVE-03,QUVE,133,NA,NA
2020,QUVE-03,QUVE,140,NA,NA
2021,QUVE-03,QUVE,129,NA,NA
2022,QUVE-03,QUVE,134,NA,NA
2023,QUVE-03,QUVE,126,NA,NA
1990,QUVE-04,QUVE,136,NA,NA
1991,QUVE-04,QUVE,130,NA,NA
1992,QUVE-04,QUVE,140,NA,NA
1993,QUVE-04,QUVE,128,NA,NA
1994,QUVE-04,QUVE,135,NA,NA
1995,QUVE-04,QUVE,136,NA,NA
1996,QUVE-04,QUVE,140,NA,NA
1997,QUVE-04,QUVE,142,NA,NA
1998,QUVE-04,QUVE,124,NA,NA
1999,QUVE-04,QUVE,131,NA,NA
2000,QUVE-04,QUVE,131,NA,NA
2001,QUVE-04,QUVE,124,NA,NA
2002,QUVE-04,QUVE,129,NA,NA
2003,QUVE-04,QUVE,140,NA,NA
2004,QUVE-04,QUVE,133,NA,NA
2005,QUVE-04,QUVE,133,NA,NA
2006,QUVE-04,QUVE,126,NA,NA
2007,QUVE-04,QUVE,130,NA,NA
2008,QUVE-04,QUVE,131,NA,NA
2009,QUVE-04,QUVE,126,NA,NA
2010,QUVE-04,QUVE,121,NA,NA
2011,QUVE-04,QUVE,133,NA,NA
2012,QUVE-04,QUVE,129,NA,NA
2013,QUVE-04,QUVE,129,NA,NA
2014,QUVE-04,QUVE,136,NA,NA
2015,QUVE-04,QUVE,131,NA,NA
2016,QUVE-04,QUVE,135,NA,NA
2017,QUVE-04,QUVE,128,NA,NA
2018,QUVE-04,QUVE,130,NA,NA
2019,QUVE-04,QUVE,136,NA,NA
2020,QUVE-04,QUVE,140,NA,NA
2021,QUVE-04,QUVE,131,NA,NA
2022,QUVE-04,QUVE,134,NA,NA
2023,QUVE-04,QUVE,132,NA,NA
2017,QUVE-05,QUVE,NA,NA,NA
2018,QUVE-05,QUVE,134,NA,NA
2019,QUVE-06,QUVE,135,NA,NA
2020,QUVE-06,QUVE,141,NA,NA
2021,QUVE-06,QUVE,130,NA,NA
2022,QUVE-06,QUVE,135,NA,NA
2023,QUVE-06,QUVE,129,NA,NA
1990,RHSP-01,RHSP,131,141,10
1991,RHSP-01,RHSP,127,135,8
1992,RHSP-01,RHSP,138,152,14
1993,RHSP-01,RHSP,123,142,19
1994,RHSP-01,RHSP,133,145,12
1995,RHSP-01,RHSP,131,144,13
1996,RHSP-01,RHSP,120,152,32
1997,RHSP-01,RHSP,136,157,21
1998,RHSP-01,RHSP,122,122,0
1999,RHSP-01,RHSP,128,144,16
2000,RHSP-01,RHSP,128,140,12
2001,RHSP-01,RHSP,126,143,17
1990,RHSP-02,RHSP,136,NA,NA
1991,RHSP-02,RHSP,129,135,6
1992,RHSP-02,RHSP,141,152,11
1993,RHSP-02,RHSP,128,142,14
1994,RHSP-02,RHSP,135,149,14
1995,RHSP-02,RHSP,139,144,5
1996,RHSP-02,RHSP,126,140,14
1997,RHSP-02,RHSP,141,157,16
1998,RHSP-02,RHSP,126,131,5
1999,RHSP-02,RHSP,132,132,0
2000,RHSP-02,RHSP,131,145,14
2001,RHSP-02,RHSP,134,148,14
1990,RHSP-03,RHSP,138,141,3
1991,RHSP-03,RHSP,135,138,3
1992,RHSP-03,RHSP,149,165,16
1993,RHSP-03,RHSP,134,142,8
1994,RHSP-03,RHSP,137,145,8
1995,RHSP-03,RHSP,139,149,10
1996,RHSP-03,RHSP,132,152,20
1997,RHSP-03,RHSP,142,NA,NA
1998,RHSP-03,RHSP,127,131,4
1999,RHSP-03,RHSP,134,132,-2
2000,RHSP-03,RHSP,135,149,14
2001,RHSP-03,RHSP,132,NA,NA
1990,SAPU-01,SAPU,118,129,11
1991,SAPU-01,SAPU,97,110,13
1992,SAPU-01,SAPU,113,134,21
1993,SAPU-01,SAPU,109,102,-7
1994,SAPU-01,SAPU,104,134,30
1995,SAPU-01,SAPU,114,130,16
1996,SAPU-01,SAPU,98,132,34
1997,SAPU-01,SAPU,103,134,31
1998,SAPU-01,SAPU,106,122,16
1999,SAPU-01,SAPU,100,104,4
2000,SAPU-01,SAPU,93,124,31
2001,SAPU-01,SAPU,113,124,11
2002,SAPU-01,SAPU,106,NA,NA
2003,SAPU-01,SAPU,112,127,15
1990,SAPU-02,SAPU,118,126,8
1991,SAPU-02,SAPU,93,94,1
1992,SAPU-02,SAPU,108,124,16
1993,SAPU-02,SAPU,109,120,11
1994,SAPU-02,SAPU,109,121,12
1995,SAPU-02,SAPU,114,90,-24
1996,SAPU-02,SAPU,96,125,29
1997,SAPU-02,SAPU,96,127,31
1998,SAPU-02,SAPU,106,116,10
1999,SAPU-02,SAPU,97,104,7
2000,SAPU-02,SAPU,91,124,33
2001,SAPU-02,SAPU,111,124,13
2002,SAPU-02,SAPU,106,112,6
2003,SAPU-02,SAPU,111,127,16
1991,SAPU-03,SAPU,151,NA,NA
1992,SAPU-03,SAPU,108,138,30
1993,SAPU-03,SAPU,109,102,-7
1994,SAPU-03,SAPU,103,121,18
1995,SAPU-03,SAPU,114,104,-10
1996,SAPU-03,SAPU,97,125,28
1997,SAPU-03,SAPU,102,130,28
1998,SAPU-03,SAPU,106,122,16
1999,SAPU-03,SAPU,98,120,22
2000,SAPU-03,SAPU,98,NA,NA
2001,SAPU-03,SAPU,115,128,13
2002,SAPU-03,SAPU,106,NA,NA
2003,SAPU-03,SAPU,113,132,19
2000,SAPU-04,SAPU,95,128,33
2001,SAPU-04,SAPU,112,124,12
2002,SAPU-04,SAPU,106,NA,NA
2003,SAPU-04,SAPU,107,127,20
1990,TSCA-01,TSCA,149,NA,NA
1991,TSCA-01,TSCA,150,NA,NA
1992,TSCA-01,TSCA,147,NA,NA
1993,TSCA-01,TSCA,138,NA,NA
1994,TSCA-01,TSCA,145,NA,NA
1995,TSCA-01,TSCA,142,NA,NA
1996,TSCA-01,TSCA,147,NA,NA
1997,TSCA-01,TSCA,151,NA,NA
1998,TSCA-01,TSCA,137,NA,NA
1999,TSCA-01,TSCA,141,NA,NA
2000,TSCA-01,TSCA,140,NA,NA
2001,TSCA-01,TSCA,148,NA,NA
1990,TSCA-02,TSCA,153,NA,NA
1991,TSCA-02,TSCA,142,NA,NA
1992,TSCA-02,TSCA,147,NA,NA
1990,TSCA-03,TSCA,147,NA,NA
1991,TSCA-03,TSCA,139,NA,NA
1992,TSCA-03,TSCA,145,NA,NA
1993,TSCA-04,TSCA,147,NA,NA
1994,TSCA-04,TSCA,147,NA,NA
1995,TSCA-04,TSCA,149,NA,NA
1996,TSCA-04,TSCA,151,NA,NA
1997,TSCA-04,TSCA,154,NA,NA
1998,TSCA-04,TSCA,140,NA,NA
1999,TSCA-04,TSCA,143,NA,NA
2000,TSCA-04,TSCA,141,NA,NA
2001,TSCA-04,TSCA,149,NA,NA
1993,TSCA-05,TSCA,138,NA,NA
1994,TSCA-05,TSCA,145,NA,NA
1995,TSCA-05,TSCA,139,NA,NA
1996,TSCA-05,TSCA,146,NA,NA
1997,TSCA-05,TSCA,150,NA,NA
1998,TSCA-05,TSCA,135,NA,NA
1999,TSCA-05,TSCA,138,NA,NA
2000,TSCA-05,TSCA,138,NA,NA
2001,TSCA-05,TSCA,148,NA,NA
1990,VACO-01,VACO,118,129,11
1991,VACO-01,VACO,102,119,17
1992,VACO-01,VACO,124,138,14
1993,VACO-01,VACO,117,130,13
1994,VACO-01,VACO,121,134,13
1995,VACO-01,VACO,126,134,8
1996,VACO-01,VACO,119,140,21
1997,VACO-01,VACO,126,138,12
1998,VACO-01,VACO,106,111,5
1999,VACO-01,VACO,120,129,9
2000,VACO-01,VACO,124,128,4
2001,VACO-01,VACO,122,128,6
1990,VACO-02,VACO,119,104,-15
1991,VACO-02,VACO,102,119,17
1992,VACO-02,VACO,132,138,6
1993,VACO-02,VACO,116,130,14
1994,VACO-02,VACO,121,134,13
1995,VACO-02,VACO,122,134,12
1996,VACO-02,VACO,119,136,17
1997,VACO-02,VACO,125,134,9
1998,VACO-02,VACO,106,122,16
1999,VACO-02,VACO,120,129,9
2000,VACO-02,VACO,119,128,9
2001,VACO-02,VACO,121,128,7
1990,VACO-03,VACO,118,132,14
1991,VACO-03,VACO,104,128,24
1992,VACO-03,VACO,131,141,10
1993,VACO-03,VACO,120,130,10
1994,VACO-03,VACO,121,115,-6
1995,VACO-03,VACO,126,139,13
1996,VACO-03,VACO,119,136,17
1997,VACO-03,VACO,129,144,15
1998,VACO-03,VACO,109,126,17
1999,VACO-03,VACO,121,129,8
2000,VACO-03,VACO,122,128,6
2001,VACO-03,VACO,123,134,11
1990,VACO-04,VACO,116,132,16
1991,VACO-04,VACO,109,128,19
1992,VACO-04,VACO,127,141,14
1993,VACO-04,VACO,116,130,14
1994,VACO-04,VACO,121,134,13
1995,VACO-04,VACO,126,139,13
1996,VACO-04,VACO,115,140,25
1997,VACO-04,VACO,125,144,19
1998,VACO-04,VACO,110,126,16
1999,VACO-04,VACO,120,125,5
2000,VACO-04,VACO,122,130,8
2001,VACO-04,VACO,121,128,7
1990,VIAL-01,VIAL,120,NA,NA
1991,VIAL-01,VIAL,112,110,-2
1992,VIAL-01,VIAL,123,NA,NA
1993,VIAL-01,VIAL,112,126,14
1994,VIAL-01,VIAL,115,121,6
1995,VIAL-01,VIAL,120,154,34
1996,VIAL-01,VIAL,114,NA,NA
1997,VIAL-01,VIAL,118,134,16
1998,VIAL-01,VIAL,106,111,5
1999,VIAL-01,VIAL,115,NA,NA
2000,VIAL-01,VIAL,115,128,13
2001,VIAL-01,VIAL,117,NA,NA
2002,VIAL-01,VIAL,NA,NA,NA
2003,VIAL-01,VIAL,120,132,12
1990,VIAL-02,VIAL,116,NA,NA
1991,VIAL-02,VIAL,114,NA,NA
1992,VIAL-02,VIAL,124,NA,NA
1993,VIAL-02,VIAL,114,NA,NA
1994,VIAL-02,VIAL,116,NA,NA
1995,VIAL-02,VIAL,120,NA,NA
1996,VIAL-02,VIAL,115,136,21
1997,VIAL-02,VIAL,123,NA,NA
1998,VIAL-02,VIAL,106,NA,NA
1999,VIAL-02,VIAL,114,NA,NA
2000,VIAL-02,VIAL,115,128,13
2001,VIAL-02,VIAL,122,NA,NA
2002,VIAL-02,VIAL,NA,NA,NA
2003,VIAL-02,VIAL,120,NA,NA
1990,VIAL-03,VIAL,119,122,3
1991,VIAL-03,VIAL,112,110,-2
1992,VIAL-03,VIAL,124,130,6
1993,VIAL-03,VIAL,112,138,26
1994,VIAL-03,VIAL,116,127,11
1995,VIAL-03,VIAL,120,130,10
1996,VIAL-03,VIAL,115,132,17
1997,VIAL-03,VIAL,120,134,14
1998,VIAL-03,VIAL,106,111,5
1999,VIAL-03,VIAL,119,108,-11
2000,VIAL-03,VIAL,118,119,1
2001,VIAL-03,VIAL,117,124,7
2003,VIAL-03,VIAL,118,123,5
1990,VICA-01,VICA,111,NA,NA
1991,VICA-01,VICA,97,NA,NA
1992,VICA-01,VICA,123,NA,NA
1993,VICA-01,VICA,103,NA,NA
1994,VICA-01,VICA,115,NA,NA
1995,VICA-01,VICA,114,NA,NA
1996,VICA-01,VICA,114,190,76
1997,VICA-01,VICA,117,NA,NA
1998,VICA-01,VICA,106,NA,NA
1999,VICA-01,VICA,108,164,56
2000,VICA-01,VICA,107,NA,NA
2001,VICA-01,VICA,116,NA,NA
2002,VICA-01,VICA,106,NA,NA
2003,VICA-01,VICA,116,NA,NA
1990,VICA-02,VICA,113,NA,NA
1991,VICA-02,VICA,97,NA,NA
1992,VICA-02,VICA,118,NA,NA
1993,VICA-02,VICA,117,NA,NA
1994,VICA-02,VICA,115,NA,NA
1995,VICA-02,VICA,120,NA,NA
1996,VICA-02,VICA,114,NA,NA
1997,VICA-02,VICA,118,NA,NA
1998,VICA-02,VICA,106,NA,NA
1999,VICA-02,VICA,109,NA,NA
2000,VICA-02,VICA,107,NA,NA
2001,VICA-02,VICA,117,NA,NA
2002,VICA-02,VICA,106,NA,NA
2003,VICA-02,VICA,117,NA,NA
1990,VICA-03,VICA,116,NA,NA
1991,VICA-03,VICA,97,NA,NA
1992,VICA-03,VICA,123,NA,NA
1993,VICA-03,VICA,119,NA,NA
1994,VICA-03,VICA,115,169,54
1995,VICA-03,VICA,120,144,24
1996,VICA-03,VICA,115,NA,NA
1997,VICA-03,VICA,123,NA,NA
1998,VICA-03,VICA,96,NA,NA
1999,VICA-03,VICA,109,NA,NA
2000,VICA-03,VICA,108,NA,NA
2001,VICA-03,VICA,121,NA,NA
2002,VICA-03,VICA,106,NA,NA
2003,VICA-03,VICA,118,NA,NA
